Obstaculo	Tamaño	Densidad	MCS	Numero_agr
24x06	Medio	Alto	1050	76
24x06	Medio	Alto	1100	76
24x06	Medio	Alto	1150	81
24x06	Medio	Alto	1200	80
24x06	Medio	Alto	1250	80
24x06	Medio	Alto	1300	80
24x06	Medio	Alto	1350	82
24x06	Medio	Alto	1400	82
24x06	Medio	Alto	1450	84
24x06	Medio	Alto	1500	80
24x06	Medio	Alto	1550	79
24x06	Medio	Alto	1600	83
24x06	Medio	Alto	1650	79
24x06	Medio	Alto	1700	82
24x06	Medio	Alto	1750	85
24x06	Medio	Alto	1800	81
24x06	Medio	Alto	1850	83
24x06	Medio	Alto	1900	86
24x06	Medio	Alto	1950	85
24x06	Medio	Alto	2000	81
47x30	Alto	Medio	0	158
47x30	Alto	Medio	50	150
47x30	Alto	Medio	100	145
47x30	Alto	Medio	150	141
47x30	Alto	Medio	200	141
47x30	Alto	Medio	250	131
47x30	Alto	Medio	300	134
47x30	Alto	Medio	350	127
47x30	Alto	Medio	400	127
47x30	Alto	Medio	450	121
47x30	Alto	Medio	500	123
47x30	Alto	Medio	550	116
47x30	Alto	Medio	600	105
47x30	Alto	Medio	650	108
47x30	Alto	Medio	700	106
47x30	Alto	Medio	750	106
47x30	Alto	Medio	800	107
47x30	Alto	Medio	850	103
47x30	Alto	Medio	900	104
47x30	Alto	Medio	950	100
47x30	Alto	Medio	1000	100
47x30	Alto	Medio	1050	94
47x30	Alto	Medio	1100	96
47x30	Alto	Medio	1150	98
47x30	Alto	Medio	1200	100
47x30	Alto	Medio	1250	95
47x30	Alto	Medio	1300	100
47x30	Alto	Medio	1350	97
47x30	Alto	Medio	1400	93
47x30	Alto	Medio	1450	94
47x30	Alto	Medio	1500	95
47x30	Alto	Medio	1550	92
47x30	Alto	Medio	1600	91
47x30	Alto	Medio	1650	96
47x30	Alto	Medio	1700	92
47x30	Alto	Medio	1750	89
47x30	Alto	Medio	1800	90
47x30	Alto	Medio	1850	87
47x30	Alto	Medio	1900	84
47x30	Alto	Medio	1950	84
47x30	Alto	Medio	2000	83
47x30	Alto	Medio	0	149
47x30	Alto	Medio	50	143
47x30	Alto	Medio	100	134
47x30	Alto	Medio	150	132
47x30	Alto	Medio	200	128
47x30	Alto	Medio	250	126
47x30	Alto	Medio	300	124
47x30	Alto	Medio	350	116
47x30	Alto	Medio	400	117
47x30	Alto	Medio	450	118
47x30	Alto	Medio	500	117
47x30	Alto	Medio	550	111
47x30	Alto	Medio	600	111
47x30	Alto	Medio	650	108
47x30	Alto	Medio	700	107
47x30	Alto	Medio	750	105
47x30	Alto	Medio	800	95
47x30	Alto	Medio	850	96
47x30	Alto	Medio	900	97
47x30	Alto	Medio	950	93
47x30	Alto	Medio	1000	89
47x30	Alto	Medio	1050	88
47x30	Alto	Medio	1100	89
47x30	Alto	Medio	1150	90
47x30	Alto	Medio	1200	87
47x30	Alto	Medio	1250	89
47x30	Alto	Medio	1300	84
47x30	Alto	Medio	1350	85
47x30	Alto	Medio	1400	83
47x30	Alto	Medio	1450	79
47x30	Alto	Medio	1500	82
47x30	Alto	Medio	1550	83
47x30	Alto	Medio	1600	82
47x30	Alto	Medio	1650	83
47x30	Alto	Medio	1700	84
47x30	Alto	Medio	1750	83
47x30	Alto	Medio	1800	81
47x30	Alto	Medio	1850	84
47x30	Alto	Medio	1900	80
47x30	Alto	Medio	1950	78
47x30	Alto	Medio	2000	80
47x30	Alto	Medio	0	140
47x30	Alto	Medio	50	144
47x30	Alto	Medio	100	135
47x30	Alto	Medio	150	127
47x30	Alto	Medio	200	127
47x30	Alto	Medio	250	130
47x30	Alto	Medio	300	125
47x30	Alto	Medio	350	119
47x30	Alto	Medio	400	116
47x30	Alto	Medio	450	117
47x30	Alto	Medio	500	119
47x30	Alto	Medio	550	116
47x30	Alto	Medio	600	114
47x30	Alto	Medio	650	109
47x30	Alto	Medio	700	109
47x30	Alto	Medio	750	109
47x30	Alto	Medio	800	106
47x30	Alto	Medio	850	105
47x30	Alto	Medio	900	104
47x30	Alto	Medio	950	100
47x30	Alto	Medio	1000	101
47x30	Alto	Medio	1050	102
47x30	Alto	Medio	1100	100
47x30	Alto	Medio	1150	99
47x30	Alto	Medio	1200	99
47x30	Alto	Medio	1250	100
47x30	Alto	Medio	1300	99
47x30	Alto	Medio	1350	100
47x30	Alto	Medio	1400	96
47x30	Alto	Medio	1450	93
47x30	Alto	Medio	1500	92
47x30	Alto	Medio	1550	94
47x30	Alto	Medio	1600	96
47x30	Alto	Medio	1650	97
47x30	Alto	Medio	1700	97
47x30	Alto	Medio	1750	95
47x30	Alto	Medio	1800	97
47x30	Alto	Medio	1850	104
47x30	Alto	Medio	1900	101
47x30	Alto	Medio	1950	98
47x30	Alto	Medio	2000	99
47x30	Alto	Medio	0	135
47x30	Alto	Medio	50	141
47x30	Alto	Medio	100	140
47x30	Alto	Medio	150	131
47x30	Alto	Medio	200	121
47x30	Alto	Medio	250	123
47x30	Alto	Medio	300	115
47x30	Alto	Medio	350	109
47x30	Alto	Medio	400	110
47x30	Alto	Medio	450	112
47x30	Alto	Medio	500	104
47x30	Alto	Medio	550	101
47x30	Alto	Medio	600	100
47x30	Alto	Medio	650	100
47x30	Alto	Medio	700	99
47x30	Alto	Medio	750	97
47x30	Alto	Medio	800	92
47x30	Alto	Medio	850	91
47x30	Alto	Medio	900	92
47x30	Alto	Medio	950	91
47x30	Alto	Medio	1000	96
47x30	Alto	Medio	1050	92
47x30	Alto	Medio	1100	91
47x30	Alto	Medio	1150	91
47x30	Alto	Medio	1200	90
47x30	Alto	Medio	1250	89
47x30	Alto	Medio	1300	87
47x30	Alto	Medio	1350	87
47x30	Alto	Medio	1400	86
47x30	Alto	Medio	1450	85
47x30	Alto	Medio	1500	88
47x30	Alto	Medio	1550	85
47x30	Alto	Medio	1600	87
47x30	Alto	Medio	1650	85
47x30	Alto	Medio	1700	85
47x30	Alto	Medio	1750	82
47x30	Alto	Medio	1800	84
47x30	Alto	Medio	1850	82
47x30	Alto	Medio	1900	79
47x30	Alto	Medio	1950	81
47x30	Alto	Medio	2000	81
47x30	Alto	Medio	0	155
47x30	Alto	Medio	50	150
47x30	Alto	Medio	100	151
47x30	Alto	Medio	150	148
47x30	Alto	Medio	200	149
47x30	Alto	Medio	250	141
47x30	Alto	Medio	300	141
47x30	Alto	Medio	350	129
47x30	Alto	Medio	400	130
47x30	Alto	Medio	450	125
47x30	Alto	Medio	500	123
47x30	Alto	Medio	550	123
47x30	Alto	Medio	600	122
47x30	Alto	Medio	650	115
47x30	Alto	Medio	700	109
47x30	Alto	Medio	750	108
47x30	Alto	Medio	800	110
47x30	Alto	Medio	850	109
47x30	Alto	Medio	900	111
47x30	Alto	Medio	950	113
47x30	Alto	Medio	1000	115
47x30	Alto	Medio	1050	112
47x30	Alto	Medio	1100	111
47x30	Alto	Medio	1150	109
47x30	Alto	Medio	1200	102
47x30	Alto	Medio	1250	102
47x30	Alto	Medio	1300	104
47x30	Alto	Medio	1350	102
47x30	Alto	Medio	1400	103
47x30	Alto	Medio	1450	101
47x30	Alto	Medio	1500	102
47x30	Alto	Medio	1550	105
47x30	Alto	Medio	1600	101
47x30	Alto	Medio	1650	96
47x30	Alto	Medio	1700	95
47x30	Alto	Medio	1750	99
47x30	Alto	Medio	1800	100
47x30	Alto	Medio	1850	93
47x30	Alto	Medio	1900	93
47x30	Alto	Medio	1950	90
47x30	Alto	Medio	2000	96
47x30	Alto	Medio	0	156
47x30	Alto	Medio	50	156
47x30	Alto	Medio	100	151
47x30	Alto	Medio	150	154
47x30	Alto	Medio	200	141
47x30	Alto	Medio	250	139
47x30	Alto	Medio	300	130
47x30	Alto	Medio	350	127
47x30	Alto	Medio	400	126
47x30	Alto	Medio	450	124
47x30	Alto	Medio	500	119
47x30	Alto	Medio	550	119
47x30	Alto	Medio	600	114
47x30	Alto	Medio	650	111
47x30	Alto	Medio	700	110
47x30	Alto	Medio	750	106
47x30	Alto	Medio	800	103
47x30	Alto	Medio	850	104
47x30	Alto	Medio	900	103
47x30	Alto	Medio	950	102
47x30	Alto	Medio	1000	96
47x30	Alto	Medio	1050	91
47x30	Alto	Medio	1100	94
47x30	Alto	Medio	1150	94
47x30	Alto	Medio	1200	101
47x30	Alto	Medio	1250	98
47x30	Alto	Medio	1300	97
47x30	Alto	Medio	1350	97
47x30	Alto	Medio	1400	94
47x30	Alto	Medio	1450	92
47x30	Alto	Medio	1500	89
47x30	Alto	Medio	1550	86
47x30	Alto	Medio	1600	87
47x30	Alto	Medio	1650	92
47x30	Alto	Medio	1700	90
47x30	Alto	Medio	1750	88
47x30	Alto	Medio	1800	85
47x30	Alto	Medio	1850	84
47x30	Alto	Medio	1900	84
47x30	Alto	Medio	1950	83
47x30	Alto	Medio	2000	86
47x30	Alto	Medio	0	149
47x30	Alto	Medio	50	145
47x30	Alto	Medio	100	144
47x30	Alto	Medio	150	137
47x30	Alto	Medio	200	131
47x30	Alto	Medio	250	132
47x30	Alto	Medio	300	126
47x30	Alto	Medio	350	121
47x30	Alto	Medio	400	122
47x30	Alto	Medio	450	116
47x30	Alto	Medio	500	112
47x30	Alto	Medio	550	108
47x30	Alto	Medio	600	106
47x30	Alto	Medio	650	109
47x30	Alto	Medio	700	108
47x30	Alto	Medio	750	104
47x30	Alto	Medio	800	104
47x30	Alto	Medio	850	101
47x30	Alto	Medio	900	99
47x30	Alto	Medio	950	99
47x30	Alto	Medio	1000	100
47x30	Alto	Medio	1050	101
47x30	Alto	Medio	1100	98
47x30	Alto	Medio	1150	95
47x30	Alto	Medio	1200	95
47x30	Alto	Medio	1250	90
47x30	Alto	Medio	1300	90
47x30	Alto	Medio	1350	88
47x30	Alto	Medio	1400	84
47x30	Alto	Medio	1450	86
47x30	Alto	Medio	1500	85
47x30	Alto	Medio	1550	84
47x30	Alto	Medio	1600	83
47x30	Alto	Medio	1650	84
47x30	Alto	Medio	1700	80
47x30	Alto	Medio	1750	81
47x30	Alto	Medio	1800	80
47x30	Alto	Medio	1850	79
47x30	Alto	Medio	1900	81
47x30	Alto	Medio	1950	78
47x30	Alto	Medio	2000	74
47x30	Alto	Medio	0	153
47x30	Alto	Medio	50	156
47x30	Alto	Medio	100	146
47x30	Alto	Medio	150	133
47x30	Alto	Medio	200	130
47x30	Alto	Medio	250	126
47x30	Alto	Medio	300	122
47x30	Alto	Medio	350	117
47x30	Alto	Medio	400	113
47x30	Alto	Medio	450	111
47x30	Alto	Medio	500	106
47x30	Alto	Medio	550	99
47x30	Alto	Medio	600	101
47x30	Alto	Medio	650	98
47x30	Alto	Medio	700	98
47x30	Alto	Medio	750	95
47x30	Alto	Medio	800	96
47x30	Alto	Medio	850	96
47x30	Alto	Medio	900	96
47x30	Alto	Medio	950	96
47x30	Alto	Medio	1000	91
47x30	Alto	Medio	1050	89
47x30	Alto	Medio	1100	90
47x30	Alto	Medio	1150	91
47x30	Alto	Medio	1200	90
47x30	Alto	Medio	1250	90
47x30	Alto	Medio	1300	87
47x30	Alto	Medio	1350	89
47x30	Alto	Medio	1400	89
47x30	Alto	Medio	1450	83
47x30	Alto	Medio	1500	84
47x30	Alto	Medio	1550	87
47x30	Alto	Medio	1600	86
47x30	Alto	Medio	1650	85
47x30	Alto	Medio	1700	87
47x30	Alto	Medio	1750	88
47x30	Alto	Medio	1800	84
47x30	Alto	Medio	1850	87
47x30	Alto	Medio	1900	84
47x30	Alto	Medio	1950	84
47x30	Alto	Medio	2000	85
47x30	Alto	Medio	0	146
47x30	Alto	Medio	50	152
47x30	Alto	Medio	100	148
47x30	Alto	Medio	150	142
47x30	Alto	Medio	200	137
47x30	Alto	Medio	250	132
47x30	Alto	Medio	300	132
47x30	Alto	Medio	350	128
47x30	Alto	Medio	400	132
47x30	Alto	Medio	450	122
47x30	Alto	Medio	500	113
47x30	Alto	Medio	550	109
47x30	Alto	Medio	600	105
47x30	Alto	Medio	650	105
47x30	Alto	Medio	700	107
47x30	Alto	Medio	750	106
47x30	Alto	Medio	800	99
47x30	Alto	Medio	850	96
47x30	Alto	Medio	900	93
47x30	Alto	Medio	950	92
47x30	Alto	Medio	1000	89
47x30	Alto	Medio	1050	84
47x30	Alto	Medio	1100	87
47x30	Alto	Medio	1150	84
47x30	Alto	Medio	1200	84
47x30	Alto	Medio	1250	84
47x30	Alto	Medio	1300	81
47x30	Alto	Medio	1350	80
47x30	Alto	Medio	1400	77
47x30	Alto	Medio	1450	80
47x30	Alto	Medio	1500	83
47x30	Alto	Medio	1550	80
47x30	Alto	Medio	1600	80
47x30	Alto	Medio	1650	81
47x30	Alto	Medio	1700	76
47x30	Alto	Medio	1750	75
47x30	Alto	Medio	1800	79
47x30	Alto	Medio	1850	79
47x30	Alto	Medio	1900	76
47x30	Alto	Medio	1950	79
47x30	Alto	Medio	2000	75
47x30	Alto	Medio	0	147
47x30	Alto	Medio	50	159
47x30	Alto	Medio	100	152
47x30	Alto	Medio	150	147
47x30	Alto	Medio	200	142
47x30	Alto	Medio	250	137
47x30	Alto	Medio	300	137
47x30	Alto	Medio	350	133
47x30	Alto	Medio	400	132
47x30	Alto	Medio	450	123
47x30	Alto	Medio	500	121
47x30	Alto	Medio	550	116
47x30	Alto	Medio	600	114
47x30	Alto	Medio	650	111
47x30	Alto	Medio	700	109
47x30	Alto	Medio	750	107
47x30	Alto	Medio	800	106
47x30	Alto	Medio	850	112
47x30	Alto	Medio	900	112
47x30	Alto	Medio	950	107
47x30	Alto	Medio	1000	107
47x30	Alto	Medio	1050	101
47x30	Alto	Medio	1100	99
47x30	Alto	Medio	1150	95
47x30	Alto	Medio	1200	90
47x30	Alto	Medio	1250	94
47x30	Alto	Medio	1300	95
47x30	Alto	Medio	1350	91
47x30	Alto	Medio	1400	88
47x30	Alto	Medio	1450	88
47x30	Alto	Medio	1500	88
47x30	Alto	Medio	1550	86
47x30	Alto	Medio	1600	87
47x30	Alto	Medio	1650	88
47x30	Alto	Medio	1700	85
47x30	Alto	Medio	1750	84
47x30	Alto	Medio	1800	82
47x30	Alto	Medio	1850	85
47x30	Alto	Medio	1900	87
47x30	Alto	Medio	1950	85
47x30	Alto	Medio	2000	82
47x59	Alto	Bajo	0	136
47x59	Alto	Bajo	50	161
47x59	Alto	Bajo	100	160
47x59	Alto	Bajo	150	152
47x59	Alto	Bajo	200	149
47x59	Alto	Bajo	250	144
47x59	Alto	Bajo	300	139
47x59	Alto	Bajo	350	135
47x59	Alto	Bajo	400	136
47x59	Alto	Bajo	450	136
47x59	Alto	Bajo	500	134
47x59	Alto	Bajo	550	132
47x59	Alto	Bajo	600	129
47x59	Alto	Bajo	650	128
47x59	Alto	Bajo	700	125
47x59	Alto	Bajo	750	124
47x59	Alto	Bajo	800	123
47x59	Alto	Bajo	850	122
47x59	Alto	Bajo	900	120
47x59	Alto	Bajo	950	119
47x59	Alto	Bajo	1000	121
47x59	Alto	Bajo	1050	119
47x59	Alto	Bajo	1100	117
47x59	Alto	Bajo	1150	118
47x59	Alto	Bajo	1200	112
47x59	Alto	Bajo	1250	109
47x59	Alto	Bajo	1300	107
47x59	Alto	Bajo	1350	102
47x59	Alto	Bajo	1400	99
47x59	Alto	Bajo	1450	98
47x59	Alto	Bajo	1500	104
47x59	Alto	Bajo	1550	98
47x59	Alto	Bajo	1600	99
47x59	Alto	Bajo	1650	100
47x59	Alto	Bajo	1700	98
47x59	Alto	Bajo	1750	99
47x59	Alto	Bajo	1800	102
47x59	Alto	Bajo	1850	101
47x59	Alto	Bajo	1900	100
47x59	Alto	Bajo	1950	101
47x59	Alto	Bajo	2000	100
47x59	Alto	Bajo	0	139
47x59	Alto	Bajo	50	167
47x59	Alto	Bajo	100	165
47x59	Alto	Bajo	150	159
47x59	Alto	Bajo	200	158
47x59	Alto	Bajo	250	154
47x59	Alto	Bajo	300	151
47x59	Alto	Bajo	350	145
47x59	Alto	Bajo	400	139
47x59	Alto	Bajo	450	141
47x59	Alto	Bajo	500	139
47x59	Alto	Bajo	550	139
47x59	Alto	Bajo	600	135
47x59	Alto	Bajo	650	133
47x59	Alto	Bajo	700	130
47x59	Alto	Bajo	750	128
47x59	Alto	Bajo	800	130
47x59	Alto	Bajo	850	127
47x59	Alto	Bajo	900	124
47x59	Alto	Bajo	950	123
47x59	Alto	Bajo	1000	120
47x59	Alto	Bajo	1050	119
47x59	Alto	Bajo	1100	119
47x59	Alto	Bajo	1150	118
47x59	Alto	Bajo	1200	115
47x59	Alto	Bajo	1250	113
47x59	Alto	Bajo	1300	107
47x59	Alto	Bajo	1350	111
47x59	Alto	Bajo	1400	110
47x59	Alto	Bajo	1450	111
47x59	Alto	Bajo	1500	114
47x59	Alto	Bajo	1550	108
47x59	Alto	Bajo	1600	106
47x59	Alto	Bajo	1650	107
47x59	Alto	Bajo	1700	107
47x59	Alto	Bajo	1750	103
47x59	Alto	Bajo	1800	100
47x59	Alto	Bajo	1850	100
47x59	Alto	Bajo	1900	99
47x59	Alto	Bajo	1950	104
47x59	Alto	Bajo	2000	102
47x59	Alto	Bajo	0	126
47x59	Alto	Bajo	50	146
47x59	Alto	Bajo	100	150
47x59	Alto	Bajo	150	148
47x59	Alto	Bajo	200	141
47x59	Alto	Bajo	250	134
47x59	Alto	Bajo	300	130
47x59	Alto	Bajo	350	131
47x59	Alto	Bajo	400	131
47x59	Alto	Bajo	450	122
47x59	Alto	Bajo	500	121
47x59	Alto	Bajo	550	120
47x59	Alto	Bajo	600	119
47x59	Alto	Bajo	650	118
47x59	Alto	Bajo	700	121
47x59	Alto	Bajo	750	119
47x59	Alto	Bajo	800	114
47x59	Alto	Bajo	850	115
47x59	Alto	Bajo	900	113
47x59	Alto	Bajo	950	115
47x59	Alto	Bajo	1000	116
47x59	Alto	Bajo	1050	114
47x59	Alto	Bajo	1100	112
47x59	Alto	Bajo	1150	114
47x59	Alto	Bajo	1200	110
47x59	Alto	Bajo	1250	113
47x59	Alto	Bajo	1300	109
47x59	Alto	Bajo	1350	109
47x59	Alto	Bajo	1400	108
47x59	Alto	Bajo	1450	113
47x59	Alto	Bajo	1500	110
47x59	Alto	Bajo	1550	109
47x59	Alto	Bajo	1600	110
47x59	Alto	Bajo	1650	107
47x59	Alto	Bajo	1700	106
47x59	Alto	Bajo	1750	104
47x59	Alto	Bajo	1800	109
47x59	Alto	Bajo	1850	108
47x59	Alto	Bajo	1900	104
47x59	Alto	Bajo	1950	100
47x59	Alto	Bajo	2000	99
47x59	Alto	Bajo	0	150
47x59	Alto	Bajo	50	159
47x59	Alto	Bajo	100	154
47x59	Alto	Bajo	150	148
47x59	Alto	Bajo	200	151
47x59	Alto	Bajo	250	144
47x59	Alto	Bajo	300	146
47x59	Alto	Bajo	350	151
47x59	Alto	Bajo	400	144
47x59	Alto	Bajo	450	144
47x59	Alto	Bajo	500	141
47x59	Alto	Bajo	550	134
47x59	Alto	Bajo	600	132
47x59	Alto	Bajo	650	127
47x59	Alto	Bajo	700	131
47x59	Alto	Bajo	750	134
47x59	Alto	Bajo	800	132
47x59	Alto	Bajo	850	128
47x59	Alto	Bajo	900	125
47x59	Alto	Bajo	950	120
47x59	Alto	Bajo	1000	115
47x59	Alto	Bajo	1050	114
47x59	Alto	Bajo	1100	116
47x59	Alto	Bajo	1150	114
47x59	Alto	Bajo	1200	112
47x59	Alto	Bajo	1250	109
47x59	Alto	Bajo	1300	103
47x59	Alto	Bajo	1350	104
47x59	Alto	Bajo	1400	104
47x59	Alto	Bajo	1450	104
47x59	Alto	Bajo	1500	102
47x59	Alto	Bajo	1550	99
47x59	Alto	Bajo	1600	102
47x59	Alto	Bajo	1650	102
47x59	Alto	Bajo	1700	99
47x59	Alto	Bajo	1750	99
47x59	Alto	Bajo	1800	100
47x59	Alto	Bajo	1850	102
47x59	Alto	Bajo	1900	101
47x59	Alto	Bajo	1950	98
47x59	Alto	Bajo	2000	93
47x59	Alto	Bajo	0	146
47x59	Alto	Bajo	50	157
47x59	Alto	Bajo	100	163
47x59	Alto	Bajo	150	152
47x59	Alto	Bajo	200	150
47x59	Alto	Bajo	250	150
47x59	Alto	Bajo	300	147
47x59	Alto	Bajo	350	144
47x59	Alto	Bajo	400	140
47x59	Alto	Bajo	450	136
47x59	Alto	Bajo	500	135
47x59	Alto	Bajo	550	136
47x59	Alto	Bajo	600	131
47x59	Alto	Bajo	650	127
47x59	Alto	Bajo	700	125
47x59	Alto	Bajo	750	123
47x59	Alto	Bajo	800	121
47x59	Alto	Bajo	850	117
47x59	Alto	Bajo	900	116
47x59	Alto	Bajo	950	114
47x59	Alto	Bajo	1000	110
47x59	Alto	Bajo	1050	113
47x59	Alto	Bajo	1100	113
47x59	Alto	Bajo	1150	112
47x59	Alto	Bajo	1200	114
47x59	Alto	Bajo	1250	109
47x59	Alto	Bajo	1300	106
47x59	Alto	Bajo	1350	110
47x59	Alto	Bajo	1400	107
47x59	Alto	Bajo	1450	105
47x59	Alto	Bajo	1500	104
47x59	Alto	Bajo	1550	107
47x59	Alto	Bajo	1600	100
47x59	Alto	Bajo	1650	104
47x59	Alto	Bajo	1700	108
47x59	Alto	Bajo	1750	105
47x59	Alto	Bajo	1800	104
47x59	Alto	Bajo	1850	106
47x59	Alto	Bajo	1900	105
47x59	Alto	Bajo	1950	107
47x59	Alto	Bajo	2000	104
47x59	Alto	Bajo	0	152
47x59	Alto	Bajo	50	179
47x59	Alto	Bajo	100	178
47x59	Alto	Bajo	150	179
47x59	Alto	Bajo	200	171
47x59	Alto	Bajo	250	162
47x59	Alto	Bajo	300	159
47x59	Alto	Bajo	350	159
47x59	Alto	Bajo	400	154
47x59	Alto	Bajo	450	147
47x59	Alto	Bajo	500	143
47x59	Alto	Bajo	550	145
47x59	Alto	Bajo	600	144
47x59	Alto	Bajo	650	138
47x59	Alto	Bajo	700	136
47x59	Alto	Bajo	750	134
47x59	Alto	Bajo	800	131
47x59	Alto	Bajo	850	131
47x59	Alto	Bajo	900	136
47x59	Alto	Bajo	950	133
47x59	Alto	Bajo	1000	132
47x59	Alto	Bajo	1050	125
47x59	Alto	Bajo	1100	128
47x59	Alto	Bajo	1150	127
47x59	Alto	Bajo	1200	123
47x59	Alto	Bajo	1250	122
47x59	Alto	Bajo	1300	121
47x59	Alto	Bajo	1350	117
47x59	Alto	Bajo	1400	114
47x59	Alto	Bajo	1450	115
47x59	Alto	Bajo	1500	118
47x59	Alto	Bajo	1550	116
47x59	Alto	Bajo	1600	114
47x59	Alto	Bajo	1650	112
47x59	Alto	Bajo	1700	112
47x59	Alto	Bajo	1750	113
47x59	Alto	Bajo	1800	110
47x59	Alto	Bajo	1850	110
47x59	Alto	Bajo	1900	108
47x59	Alto	Bajo	1950	104
47x59	Alto	Bajo	2000	105
47x59	Alto	Bajo	0	152
47x59	Alto	Bajo	50	169
47x59	Alto	Bajo	100	168
47x59	Alto	Bajo	150	158
47x59	Alto	Bajo	200	157
47x59	Alto	Bajo	250	148
47x59	Alto	Bajo	300	151
47x59	Alto	Bajo	350	148
47x59	Alto	Bajo	400	144
47x59	Alto	Bajo	450	140
47x59	Alto	Bajo	500	138
47x59	Alto	Bajo	550	133
47x59	Alto	Bajo	600	134
47x59	Alto	Bajo	650	133
47x59	Alto	Bajo	700	134
47x59	Alto	Bajo	750	127
47x59	Alto	Bajo	800	124
47x59	Alto	Bajo	850	119
47x59	Alto	Bajo	900	121
47x59	Alto	Bajo	950	124
47x59	Alto	Bajo	1000	120
47x59	Alto	Bajo	1050	118
47x59	Alto	Bajo	1100	118
47x59	Alto	Bajo	1150	116
47x59	Alto	Bajo	1200	111
47x59	Alto	Bajo	1250	113
47x59	Alto	Bajo	1300	114
47x59	Alto	Bajo	1350	113
47x59	Alto	Bajo	1400	113
47x59	Alto	Bajo	1450	111
47x59	Alto	Bajo	1500	109
47x59	Alto	Bajo	1550	112
47x59	Alto	Bajo	1600	112
47x59	Alto	Bajo	1650	106
47x59	Alto	Bajo	1700	109
47x59	Alto	Bajo	1750	108
47x59	Alto	Bajo	1800	106
47x59	Alto	Bajo	1850	103
47x59	Alto	Bajo	1900	103
47x59	Alto	Bajo	1950	107
47x59	Alto	Bajo	2000	110
47x59	Alto	Bajo	0	151
47x59	Alto	Bajo	50	165
47x59	Alto	Bajo	100	162
47x59	Alto	Bajo	150	164
47x59	Alto	Bajo	200	161
47x59	Alto	Bajo	250	158
47x59	Alto	Bajo	300	150
47x59	Alto	Bajo	350	147
47x59	Alto	Bajo	400	144
47x59	Alto	Bajo	450	143
47x59	Alto	Bajo	500	142
47x59	Alto	Bajo	550	140
47x59	Alto	Bajo	600	140
47x59	Alto	Bajo	650	141
47x59	Alto	Bajo	700	139
47x59	Alto	Bajo	750	138
47x59	Alto	Bajo	800	137
47x59	Alto	Bajo	850	134
47x59	Alto	Bajo	900	134
47x59	Alto	Bajo	950	129
47x59	Alto	Bajo	1000	126
47x59	Alto	Bajo	1050	129
47x59	Alto	Bajo	1100	127
47x59	Alto	Bajo	1150	123
47x59	Alto	Bajo	1200	118
47x59	Alto	Bajo	1250	111
47x59	Alto	Bajo	1300	114
47x59	Alto	Bajo	1350	113
47x59	Alto	Bajo	1400	117
47x59	Alto	Bajo	1450	109
47x59	Alto	Bajo	1500	113
47x59	Alto	Bajo	1550	111
47x59	Alto	Bajo	1600	113
47x59	Alto	Bajo	1650	107
47x59	Alto	Bajo	1700	107
47x59	Alto	Bajo	1750	107
47x59	Alto	Bajo	1800	100
47x59	Alto	Bajo	1850	104
47x59	Alto	Bajo	1900	102
47x59	Alto	Bajo	1950	100
47x59	Alto	Bajo	2000	102
47x59	Alto	Bajo	0	145
47x59	Alto	Bajo	50	156
47x59	Alto	Bajo	100	150
47x59	Alto	Bajo	150	149
47x59	Alto	Bajo	200	151
47x59	Alto	Bajo	250	148
47x59	Alto	Bajo	300	144
47x59	Alto	Bajo	350	140
47x59	Alto	Bajo	400	138
47x59	Alto	Bajo	450	131
47x59	Alto	Bajo	500	128
47x59	Alto	Bajo	550	129
47x59	Alto	Bajo	600	130
47x59	Alto	Bajo	650	128
47x59	Alto	Bajo	700	124
47x59	Alto	Bajo	750	123
47x59	Alto	Bajo	800	124
47x59	Alto	Bajo	850	123
47x59	Alto	Bajo	900	117
47x59	Alto	Bajo	950	113
47x59	Alto	Bajo	1000	118
47x59	Alto	Bajo	1050	114
47x59	Alto	Bajo	1100	113
47x59	Alto	Bajo	1150	109
47x59	Alto	Bajo	1200	109
47x59	Alto	Bajo	1250	110
47x59	Alto	Bajo	1300	109
47x59	Alto	Bajo	1350	106
47x59	Alto	Bajo	1400	105
47x59	Alto	Bajo	1450	104
47x59	Alto	Bajo	1500	102
47x59	Alto	Bajo	1550	102
47x59	Alto	Bajo	1600	104
47x59	Alto	Bajo	1650	101
47x59	Alto	Bajo	1700	101
47x59	Alto	Bajo	1750	101
47x59	Alto	Bajo	1800	102
47x59	Alto	Bajo	1850	103
47x59	Alto	Bajo	1900	102
47x59	Alto	Bajo	1950	104
47x59	Alto	Bajo	2000	102
47x59	Alto	Bajo	0	147
47x59	Alto	Bajo	50	167
47x59	Alto	Bajo	100	163
47x59	Alto	Bajo	150	160
47x59	Alto	Bajo	200	152
47x59	Alto	Bajo	250	149
47x59	Alto	Bajo	300	145
47x59	Alto	Bajo	350	136
47x59	Alto	Bajo	400	137
47x59	Alto	Bajo	450	133
47x59	Alto	Bajo	500	134
47x59	Alto	Bajo	550	125
47x59	Alto	Bajo	600	123
47x59	Alto	Bajo	650	125
47x59	Alto	Bajo	700	120
47x59	Alto	Bajo	750	121
47x59	Alto	Bajo	800	120
47x59	Alto	Bajo	850	121
47x59	Alto	Bajo	900	122
47x59	Alto	Bajo	950	119
47x59	Alto	Bajo	1000	119
47x59	Alto	Bajo	1050	117
47x59	Alto	Bajo	1100	118
