Obstaculo	Tamaño	Densidad	MCS	Tamaño_ag
47x30	Alto	Medio	1250	25.6
47x30	Alto	Medio	1300	29.2
47x30	Alto	Medio	1350	29
47x30	Alto	Medio	1400	26.2
47x30	Alto	Medio	1450	27.4
47x30	Alto	Medio	1500	26.8
47x30	Alto	Medio	1550	31
47x30	Alto	Medio	1600	30.8
47x30	Alto	Medio	1650	29.8
47x30	Alto	Medio	1700	24.6
47x30	Alto	Medio	1750	25.4
47x30	Alto	Medio	1800	30.6
47x30	Alto	Medio	1850	25
47x30	Alto	Medio	1900	27.4
47x30	Alto	Medio	1950	28.2
47x30	Alto	Medio	2000	26.4
47x30	Alto	Medio	0	8.4
47x30	Alto	Medio	50	14.2
47x30	Alto	Medio	100	14.2
47x30	Alto	Medio	150	15.2
47x30	Alto	Medio	200	15.4
47x30	Alto	Medio	250	17.6
47x30	Alto	Medio	300	15.8
47x30	Alto	Medio	350	17.2
47x30	Alto	Medio	400	17.6
47x30	Alto	Medio	450	19.4
47x30	Alto	Medio	500	20.8
47x30	Alto	Medio	550	25
47x30	Alto	Medio	600	25
47x30	Alto	Medio	650	23.4
47x30	Alto	Medio	700	22
47x30	Alto	Medio	750	21.2
47x30	Alto	Medio	800	23
47x30	Alto	Medio	850	28.2
47x30	Alto	Medio	900	27.2
47x30	Alto	Medio	950	31.4
47x30	Alto	Medio	1000	26
47x30	Alto	Medio	1050	31.8
47x30	Alto	Medio	1100	34.6
47x30	Alto	Medio	1150	31.6
47x30	Alto	Medio	1200	25.8
47x30	Alto	Medio	1250	30.2
47x30	Alto	Medio	1300	27.6
47x30	Alto	Medio	1350	29.4
47x30	Alto	Medio	1400	27.8
47x30	Alto	Medio	1450	27.8
47x30	Alto	Medio	1500	27.2
47x30	Alto	Medio	1550	27.4
47x30	Alto	Medio	1600	30.2
47x30	Alto	Medio	1650	26.4
47x30	Alto	Medio	1700	23.4
47x30	Alto	Medio	1750	27.2
47x30	Alto	Medio	1800	23.6
47x30	Alto	Medio	1850	25.8
47x30	Alto	Medio	1900	26.2
47x30	Alto	Medio	1950	28.2
47x30	Alto	Medio	2000	26
47x59	Alto	Bajo	0	8.2
47x59	Alto	Bajo	50	9.6
47x59	Alto	Bajo	100	10.8
47x59	Alto	Bajo	150	11.6
47x59	Alto	Bajo	200	12.2
47x59	Alto	Bajo	250	13.4
47x59	Alto	Bajo	300	14.4
47x59	Alto	Bajo	350	14.4
47x59	Alto	Bajo	400	14.4
47x59	Alto	Bajo	450	14.4
47x59	Alto	Bajo	500	14.4
47x59	Alto	Bajo	550	15.2
47x59	Alto	Bajo	600	15.2
47x59	Alto	Bajo	650	15.2
47x59	Alto	Bajo	700	16.6
47x59	Alto	Bajo	750	17
47x59	Alto	Bajo	800	17
47x59	Alto	Bajo	850	16.8
47x59	Alto	Bajo	900	17
47x59	Alto	Bajo	950	17
47x59	Alto	Bajo	1000	17
47x59	Alto	Bajo	1050	16.8
47x59	Alto	Bajo	1100	16.8
47x59	Alto	Bajo	1150	16.8
47x59	Alto	Bajo	1200	19.2
47x59	Alto	Bajo	1250	17.8
47x59	Alto	Bajo	1300	19.2
47x59	Alto	Bajo	1350	19.2
47x59	Alto	Bajo	1400	18.2
47x59	Alto	Bajo	1450	16.4
47x59	Alto	Bajo	1500	19
47x59	Alto	Bajo	1550	18
47x59	Alto	Bajo	1600	19
47x59	Alto	Bajo	1650	10
47x59	Alto	Bajo	1700	18.2
47x59	Alto	Bajo	1750	19
47x59	Alto	Bajo	1800	19
47x59	Alto	Bajo	1850	19.6
47x59	Alto	Bajo	1900	18
47x59	Alto	Bajo	1950	18
47x59	Alto	Bajo	2000	17.4
47x59	Alto	Bajo	0	7.6
47x59	Alto	Bajo	50	9.8
47x59	Alto	Bajo	100	10
47x59	Alto	Bajo	150	10.6
47x59	Alto	Bajo	200	11.2
47x59	Alto	Bajo	250	10.6
47x59	Alto	Bajo	300	10.8
47x59	Alto	Bajo	350	14.2
47x59	Alto	Bajo	400	14.6
47x59	Alto	Bajo	450	14.6
47x59	Alto	Bajo	500	19
47x59	Alto	Bajo	550	15
47x59	Alto	Bajo	600	14.8
47x59	Alto	Bajo	650	15.6
47x59	Alto	Bajo	700	18
47x59	Alto	Bajo	750	18.2
47x59	Alto	Bajo	800	18.4
47x59	Alto	Bajo	850	19.6
47x59	Alto	Bajo	900	23.4
47x59	Alto	Bajo	950	22.4
47x59	Alto	Bajo	1000	20.8
47x59	Alto	Bajo	1050	19.6
47x59	Alto	Bajo	1100	19.2
47x59	Alto	Bajo	1150	22.4
47x59	Alto	Bajo	1200	21.4
47x59	Alto	Bajo	1250	20.4
47x59	Alto	Bajo	1300	20.2
47x59	Alto	Bajo	1350	20.4
47x59	Alto	Bajo	1400	20.4
47x59	Alto	Bajo	1450	20.8
47x59	Alto	Bajo	1500	20.8
47x59	Alto	Bajo	1550	20.8
47x59	Alto	Bajo	1600	20.2
47x59	Alto	Bajo	1650	20.8
47x59	Alto	Bajo	1700	20.6
47x59	Alto	Bajo	1750	19.8
47x59	Alto	Bajo	1800	20.6
47x59	Alto	Bajo	1850	19.2
47x59	Alto	Bajo	1900	19.2
47x59	Alto	Bajo	1950	19.2
47x59	Alto	Bajo	2000	19.2
47x59	Alto	Bajo	0	7
47x59	Alto	Bajo	50	11.6
47x59	Alto	Bajo	100	11.6
47x59	Alto	Bajo	150	14.4
47x59	Alto	Bajo	200	15.6
47x59	Alto	Bajo	250	16.2
47x59	Alto	Bajo	300	15.6
47x59	Alto	Bajo	350	17.2
47x59	Alto	Bajo	400	20.2
47x59	Alto	Bajo	450	17.6
47x59	Alto	Bajo	500	17.6
47x59	Alto	Bajo	550	17.6
47x59	Alto	Bajo	600	19.2
47x59	Alto	Bajo	650	19.2
47x59	Alto	Bajo	700	19.2
47x59	Alto	Bajo	750	18.8
47x59	Alto	Bajo	800	17.4
47x59	Alto	Bajo	850	19.6
47x59	Alto	Bajo	900	19.8
47x59	Alto	Bajo	950	19.8
47x59	Alto	Bajo	1000	21.4
47x59	Alto	Bajo	1050	21.4
47x59	Alto	Bajo	1100	22.2
47x59	Alto	Bajo	1150	23
47x59	Alto	Bajo	1200	23.8
47x59	Alto	Bajo	1250	24.4
47x59	Alto	Bajo	1300	21.6
47x59	Alto	Bajo	1350	22.4
47x59	Alto	Bajo	1400	21
47x59	Alto	Bajo	1450	22.6
47x59	Alto	Bajo	1500	20
47x59	Alto	Bajo	1550	22.8
47x59	Alto	Bajo	1600	23
47x59	Alto	Bajo	1650	24
47x59	Alto	Bajo	1700	24
47x59	Alto	Bajo	1750	24.4
47x59	Alto	Bajo	1800	24.8
47x59	Alto	Bajo	1850	24.8
47x59	Alto	Bajo	1900	25.6
47x59	Alto	Bajo	1950	27
47x59	Alto	Bajo	2000	25.2
47x59	Alto	Bajo	0	5.6
47x59	Alto	Bajo	50	12.6
47x59	Alto	Bajo	100	11.6
47x59	Alto	Bajo	150	13.2
47x59	Alto	Bajo	200	13.2
47x59	Alto	Bajo	250	14.2
47x59	Alto	Bajo	300	16.2
47x59	Alto	Bajo	350	14.6
47x59	Alto	Bajo	400	15.8
47x59	Alto	Bajo	450	18.8
47x59	Alto	Bajo	500	18.8
47x59	Alto	Bajo	550	16.4
47x59	Alto	Bajo	600	16.2
47x59	Alto	Bajo	650	15.6
47x59	Alto	Bajo	700	15.6
47x59	Alto	Bajo	750	17.2
47x59	Alto	Bajo	800	19.8
47x59	Alto	Bajo	850	22
47x59	Alto	Bajo	900	19.4
47x59	Alto	Bajo	950	19.4
47x59	Alto	Bajo	1000	18.8
47x59	Alto	Bajo	1050	20
47x59	Alto	Bajo	1100	24
47x59	Alto	Bajo	1150	20.2
47x59	Alto	Bajo	1200	21
47x59	Alto	Bajo	1250	20.4
47x59	Alto	Bajo	1300	19.2
47x59	Alto	Bajo	1350	21.4
47x59	Alto	Bajo	1400	20.4
47x59	Alto	Bajo	1450	22.4
47x59	Alto	Bajo	1500	22.4
47x59	Alto	Bajo	1550	23
47x59	Alto	Bajo	1600	19.2
47x59	Alto	Bajo	1650	21.8
47x59	Alto	Bajo	1700	21.4
47x59	Alto	Bajo	1750	25.4
47x59	Alto	Bajo	1800	24
47x59	Alto	Bajo	1850	22.4
47x59	Alto	Bajo	1900	22.4
47x59	Alto	Bajo	1950	22
47x59	Alto	Bajo	2000	22.2
47x59	Alto	Bajo	0	7
47x59	Alto	Bajo	50	7.8
47x59	Alto	Bajo	100	9.4
47x59	Alto	Bajo	150	8.4
47x59	Alto	Bajo	200	9.6
47x59	Alto	Bajo	250	10.8
47x59	Alto	Bajo	300	10.2
47x59	Alto	Bajo	350	11
47x59	Alto	Bajo	400	11.2
47x59	Alto	Bajo	450	11.6
47x59	Alto	Bajo	500	12.8
47x59	Alto	Bajo	550	12.2
47x59	Alto	Bajo	600	12.4
47x59	Alto	Bajo	650	14
47x59	Alto	Bajo	700	15.6
47x59	Alto	Bajo	750	15.8
47x59	Alto	Bajo	800	15.6
47x59	Alto	Bajo	850	15.6
47x59	Alto	Bajo	900	19
47x59	Alto	Bajo	950	17.6
47x59	Alto	Bajo	1000	18.8
47x59	Alto	Bajo	1050	18.8
47x59	Alto	Bajo	1100	19
47x59	Alto	Bajo	1150	19
47x59	Alto	Bajo	1200	21.2
47x59	Alto	Bajo	1250	20.8
47x59	Alto	Bajo	1300	18.8
47x59	Alto	Bajo	1350	19.4
47x59	Alto	Bajo	1400	19.4
47x59	Alto	Bajo	1450	18.8
47x59	Alto	Bajo	1500	18.8
47x59	Alto	Bajo	1550	17.4
47x59	Alto	Bajo	1600	17.6
47x59	Alto	Bajo	1650	18.8
47x59	Alto	Bajo	1700	19.2
47x59	Alto	Bajo	1750	21.2
47x59	Alto	Bajo	1800	19
47x59	Alto	Bajo	1850	20.4
47x59	Alto	Bajo	1900	21
47x59	Alto	Bajo	1950	22.2
47x59	Alto	Bajo	2000	22.6
47x59	Alto	Bajo	0	7.2
47x59	Alto	Bajo	50	10.4
47x59	Alto	Bajo	100	11.6
47x59	Alto	Bajo	150	11.8
47x59	Alto	Bajo	200	12.2
47x59	Alto	Bajo	250	13
47x59	Alto	Bajo	300	14.6
47x59	Alto	Bajo	350	17.2
47x59	Alto	Bajo	400	15.8
47x59	Alto	Bajo	450	16.6
47x59	Alto	Bajo	500	15.8
47x59	Alto	Bajo	550	17.2
47x59	Alto	Bajo	600	15
47x59	Alto	Bajo	650	16.4
47x59	Alto	Bajo	700	19
47x59	Alto	Bajo	750	19.4
47x59	Alto	Bajo	800	17.2
47x59	Alto	Bajo	850	20
47x59	Alto	Bajo	900	18.8
47x59	Alto	Bajo	950	21
47x59	Alto	Bajo	1000	21
47x59	Alto	Bajo	1050	21.6
47x59	Alto	Bajo	1100	22
47x59	Alto	Bajo	1150	22
47x59	Alto	Bajo	1200	21
47x59	Alto	Bajo	1250	22.2
47x59	Alto	Bajo	1300	22.6
47x59	Alto	Bajo	1350	22.4
47x59	Alto	Bajo	1400	23.2
47x59	Alto	Bajo	1450	22.6
47x59	Alto	Bajo	1500	22.6
47x59	Alto	Bajo	1550	24.8
47x59	Alto	Bajo	1600	26
47x59	Alto	Bajo	1650	24.8
47x59	Alto	Bajo	1700	24.8
47x59	Alto	Bajo	1750	24.4
47x59	Alto	Bajo	1800	24.4
47x59	Alto	Bajo	1850	25.6
47x59	Alto	Bajo	1900	25
47x59	Alto	Bajo	1950	25
47x59	Alto	Bajo	2000	25.6
47x59	Alto	Bajo	0	7.4
47x59	Alto	Bajo	50	9.4
47x59	Alto	Bajo	100	11
47x59	Alto	Bajo	150	11.4
47x59	Alto	Bajo	200	10.8
47x59	Alto	Bajo	250	11.6
47x59	Alto	Bajo	300	11.8
47x59	Alto	Bajo	350	11.2
47x59	Alto	Bajo	400	13
47x59	Alto	Bajo	450	13.2
47x59	Alto	Bajo	500	14.8
47x59	Alto	Bajo	550	15.8
47x59	Alto	Bajo	600	14.6
47x59	Alto	Bajo	650	15.2
47x59	Alto	Bajo	700	14.6
47x59	Alto	Bajo	750	14.6
47x59	Alto	Bajo	800	14.8
47x59	Alto	Bajo	850	15.2
47x59	Alto	Bajo	900	17
47x59	Alto	Bajo	950	18.8
47x59	Alto	Bajo	1000	19.2
47x59	Alto	Bajo	1050	17.6
47x59	Alto	Bajo	1100	15.8
47x59	Alto	Bajo	1150	19
47x59	Alto	Bajo	1200	17
47x59	Alto	Bajo	1250	17.2
47x59	Alto	Bajo	1300	18.6
47x59	Alto	Bajo	1350	19.2
47x59	Alto	Bajo	1400	19.4
47x59	Alto	Bajo	1450	21.2
47x59	Alto	Bajo	1500	24.2
47x59	Alto	Bajo	1550	25.4
47x59	Alto	Bajo	1600	25.4
47x59	Alto	Bajo	1650	19.8
47x59	Alto	Bajo	1700	20.6
47x59	Alto	Bajo	1750	21
47x59	Alto	Bajo	1800	20.4
47x59	Alto	Bajo	1850	20.8
47x59	Alto	Bajo	1900	21.2
47x59	Alto	Bajo	1950	22.8
47x59	Alto	Bajo	2000	23.4
47x59	Alto	Bajo	0	7
47x59	Alto	Bajo	50	9.6
47x59	Alto	Bajo	100	10.2
47x59	Alto	Bajo	150	11.4
47x59	Alto	Bajo	200	12.6
47x59	Alto	Bajo	250	13.8
47x59	Alto	Bajo	300	16.2
47x59	Alto	Bajo	350	15
47x59	Alto	Bajo	400	16
47x59	Alto	Bajo	450	15.2
47x59	Alto	Bajo	500	18.6
47x59	Alto	Bajo	550	18.6
47x59	Alto	Bajo	600	18.2
47x59	Alto	Bajo	650	19.2
47x59	Alto	Bajo	700	16.4
47x59	Alto	Bajo	750	16
47x59	Alto	Bajo	800	16.8
47x59	Alto	Bajo	850	18
47x59	Alto	Bajo	900	18
47x59	Alto	Bajo	950	17.2
47x59	Alto	Bajo	1000	17.8
47x59	Alto	Bajo	1050	16.2
47x59	Alto	Bajo	1100	18.6
47x59	Alto	Bajo	1150	19.6
47x59	Alto	Bajo	1200	19.8
47x59	Alto	Bajo	1250	21.6
47x59	Alto	Bajo	1300	22.4
47x59	Alto	Bajo	1350	23.4
47x59	Alto	Bajo	1400	23
47x59	Alto	Bajo	1450	22.6
47x59	Alto	Bajo	1500	21.2
47x59	Alto	Bajo	1550	23.6
47x59	Alto	Bajo	1600	22.8
47x59	Alto	Bajo	1650	23
47x59	Alto	Bajo	1700	27
47x59	Alto	Bajo	1750	28.8
47x59	Alto	Bajo	1800	23.4
47x59	Alto	Bajo	1850	24.2
47x59	Alto	Bajo	1900	30.2
47x59	Alto	Bajo	1950	28.4
47x59	Alto	Bajo	2000	30.6
47x59	Alto	Bajo	0	7.4
47x59	Alto	Bajo	50	9.6
47x59	Alto	Bajo	100	10.2
47x59	Alto	Bajo	150	10.2
47x59	Alto	Bajo	200	10.4
47x59	Alto	Bajo	250	10.6
47x59	Alto	Bajo	300	11.2
47x59	Alto	Bajo	350	12.2
47x59	Alto	Bajo	400	13.4
47x59	Alto	Bajo	450	12.8
47x59	Alto	Bajo	500	13.8
47x59	Alto	Bajo	550	15.8
47x59	Alto	Bajo	600	16.8
47x59	Alto	Bajo	650	15.2
47x59	Alto	Bajo	700	14.8
47x59	Alto	Bajo	750	14.6
47x59	Alto	Bajo	800	15.2
47x59	Alto	Bajo	850	15.8
47x59	Alto	Bajo	900	17
47x59	Alto	Bajo	950	18.6
47x59	Alto	Bajo	1000	19
47x59	Alto	Bajo	1050	19
47x59	Alto	Bajo	1100	19.6
47x59	Alto	Bajo	1150	19.6
47x59	Alto	Bajo	1200	18.6
47x59	Alto	Bajo	1250	18.4
47x59	Alto	Bajo	1300	18.4
47x59	Alto	Bajo	1350	19
47x59	Alto	Bajo	1400	22.8
47x59	Alto	Bajo	1450	19.2
47x59	Alto	Bajo	1500	21
47x59	Alto	Bajo	1550	23
47x59	Alto	Bajo	1600	22.4
47x59	Alto	Bajo	1650	19.2
47x59	Alto	Bajo	1700	19.8
47x59	Alto	Bajo	1750	19.8
47x59	Alto	Bajo	1800	20.2
47x59	Alto	Bajo	1850	17
47x59	Alto	Bajo	1900	18
47x59	Alto	Bajo	1950	18.2
47x59	Alto	Bajo	2000	21.6
47x59	Alto	Bajo	0	9.2
47x59	Alto	Bajo	50	12.6
47x59	Alto	Bajo	100	12.8
47x59	Alto	Bajo	150	14.2
47x59	Alto	Bajo	200	13.6
47x59	Alto	Bajo	250	17.2
47x59	Alto	Bajo	300	18
47x59	Alto	Bajo	350	18.2
47x59	Alto	Bajo	400	18.2
47x59	Alto	Bajo	450	16.4
47x59	Alto	Bajo	500	16.8
47x59	Alto	Bajo	550	17.2
47x59	Alto	Bajo	600	20
47x59	Alto	Bajo	650	18.6
47x59	Alto	Bajo	700	20.2
47x59	Alto	Bajo	750	19.6
47x59	Alto	Bajo	800	19.8
47x59	Alto	Bajo	850	20.8
47x59	Alto	Bajo	900	21.8
47x59	Alto	Bajo	950	21.8
47x59	Alto	Bajo	1000	21.8
47x59	Alto	Bajo	1050	22.8
47x59	Alto	Bajo	1100	23.4
47x59	Alto	Bajo	1150	22.4
47x59	Alto	Bajo	1200	23.2
47x59	Alto	Bajo	1250	22.6
47x59	Alto	Bajo	1300	23.6
47x59	Alto	Bajo	1350	25.6
47x59	Alto	Bajo	1400	26.2
47x59	Alto	Bajo	1450	26.2
47x59	Alto	Bajo	1500	25.6
47x59	Alto	Bajo	1550	26.8
47x59	Alto	Bajo	1600	27.8
47x59	Alto	Bajo	1650	27.8
47x59	Alto	Bajo	1700	27.2
47x59	Alto	Bajo	1750	26
47x59	Alto	Bajo	1800	28.6
47x59	Alto	Bajo	1850	27.6
47x59	Alto	Bajo	1900	25.8
47x59	Alto	Bajo	1950	27.6
47x59	Alto	Bajo	2000	27.8
48x12	Alto	Alto	0	14.8
48x12	Alto	Alto	50	21
48x12	Alto	Alto	100	21.6
48x12	Alto	Alto	150	22.6
48x12	Alto	Alto	200	22.6
48x12	Alto	Alto	250	20.8
48x12	Alto	Alto	300	23.6
48x12	Alto	Alto	350	23.6
48x12	Alto	Alto	400	23.6
48x12	Alto	Alto	450	26.6
48x12	Alto	Alto	500	26.6
48x12	Alto	Alto	550	29.8
48x12	Alto	Alto	600	30
48x12	Alto	Alto	650	33.4
48x12	Alto	Alto	700	35
48x12	Alto	Alto	750	29.2
48x12	Alto	Alto	800	29
48x12	Alto	Alto	850	29
48x12	Alto	Alto	900	29
48x12	Alto	Alto	950	32.8
48x12	Alto	Alto	1000	33.4
48x12	Alto	Alto	1050	34
48x12	Alto	Alto	1100	35.2
48x12	Alto	Alto	1150	36.2
48x12	Alto	Alto	1200	36.4
48x12	Alto	Alto	1250	33
48x12	Alto	Alto	1300	28.4
48x12	Alto	Alto	1350	38.4
48x12	Alto	Alto	1400	37.8
48x12	Alto	Alto	1450	31.6
48x12	Alto	Alto	1500	35.4
48x12	Alto	Alto	1550	34.4
48x12	Alto	Alto	1600	37.6
48x12	Alto	Alto	1650	37.2
48x12	Alto	Alto	1700	29.6
48x12	Alto	Alto	1750	30.8
48x12	Alto	Alto	1800	31.4
48x12	Alto	Alto	1850	37.6
48x12	Alto	Alto	1900	36.8
48x12	Alto	Alto	1950	34
48x12	Alto	Alto	2000	32.4
48x12	Alto	Alto	0	18
48x12	Alto	Alto	50	21.4
48x12	Alto	Alto	100	21.2
48x12	Alto	Alto	150	23
48x12	Alto	Alto	200	23.8
48x12	Alto	Alto	250	29.8
48x12	Alto	Alto	300	26.2
48x12	Alto	Alto	350	32.6
48x12	Alto	Alto	400	34.2
48x12	Alto	Alto	450	33
48x12	Alto	Alto	500	32.2
48x12	Alto	Alto	550	28.6
48x12	Alto	Alto	600	27.6
48x12	Alto	Alto	650	26.8
48x12	Alto	Alto	700	27.8
48x12	Alto	Alto	750	29.8
48x12	Alto	Alto	800	28.8
48x12	Alto	Alto	850	28.6
48x12	Alto	Alto	900	27
48x12	Alto	Alto	950	32
48x12	Alto	Alto	1000	29.4
48x12	Alto	Alto	1050	33
48x12	Alto	Alto	1100	34.4
48x12	Alto	Alto	1150	27.6
48x12	Alto	Alto	1200	31
48x12	Alto	Alto	1250	35.4
48x12	Alto	Alto	1300	37
48x12	Alto	Alto	1350	35.4
48x12	Alto	Alto	1400	36.8
48x12	Alto	Alto	1450	35.6
48x12	Alto	Alto	1500	36.4
48x12	Alto	Alto	1550	35.6
48x12	Alto	Alto	1600	34.8
48x12	Alto	Alto	1650	37
48x12	Alto	Alto	1700	39.4
48x12	Alto	Alto	1750	35.8
48x12	Alto	Alto	1800	40.6
48x12	Alto	Alto	1850	42
48x12	Alto	Alto	1900	41.8
48x12	Alto	Alto	1950	33.4
48x12	Alto	Alto	2000	34
48x12	Alto	Alto	0	15
48x12	Alto	Alto	50	25.4
48x12	Alto	Alto	100	21.6
48x12	Alto	Alto	150	22
48x12	Alto	Alto	200	25.2
48x12	Alto	Alto	250	26.6
48x12	Alto	Alto	300	25.6
48x12	Alto	Alto	350	27.4
48x12	Alto	Alto	400	32
48x12	Alto	Alto	450	34.6
48x12	Alto	Alto	500	34.6
48x12	Alto	Alto	550	29.8
48x12	Alto	Alto	600	33.2
48x12	Alto	Alto	650	32
48x12	Alto	Alto	700	32.2
48x12	Alto	Alto	750	29.4
48x12	Alto	Alto	800	31.8
48x12	Alto	Alto	850	35.8
48x12	Alto	Alto	900	40.8
48x12	Alto	Alto	950	42.4
48x12	Alto	Alto	1000	40.8
48x12	Alto	Alto	1050	43.2
48x12	Alto	Alto	1100	42
48x12	Alto	Alto	1150	39.4
48x12	Alto	Alto	1200	43
48x12	Alto	Alto	1250	40
48x12	Alto	Alto	1300	40
48x12	Alto	Alto	1350	41.6
48x12	Alto	Alto	1400	38.4
48x12	Alto	Alto	1450	36.2
48x12	Alto	Alto	1500	41
48x12	Alto	Alto	1550	37
48x12	Alto	Alto	1600	41.6
48x12	Alto	Alto	1650	42.6
48x12	Alto	Alto	1700	42.8
48x12	Alto	Alto	1750	49.4
48x12	Alto	Alto	1800	46.8
48x12	Alto	Alto	1850	48
48x12	Alto	Alto	1900	42.8
48x12	Alto	Alto	1950	35.2
48x12	Alto	Alto	2000	38.2
48x12	Alto	Alto	0	21
48x12	Alto	Alto	50	26.8
48x12	Alto	Alto	100	25
48x12	Alto	Alto	150	23
48x12	Alto	Alto	200	22.2
48x12	Alto	Alto	250	24.4
48x12	Alto	Alto	300	22.8
48x12	Alto	Alto	350	27.4
48x12	Alto	Alto	400	24.2
48x12	Alto	Alto	450	25.2
48x12	Alto	Alto	500	26.4
48x12	Alto	Alto	550	28
48x12	Alto	Alto	600	30.2
48x12	Alto	Alto	650	30
48x12	Alto	Alto	700	33.8
48x12	Alto	Alto	750	34.8
48x12	Alto	Alto	800	35.6
48x12	Alto	Alto	850	29.2
48x12	Alto	Alto	900	33.4
48x12	Alto	Alto	950	33.2
48x12	Alto	Alto	1000	33.2
48x12	Alto	Alto	1050	36
48x12	Alto	Alto	1100	38
48x12	Alto	Alto	1150	37.4
48x12	Alto	Alto	1200	32.2
48x12	Alto	Alto	1250	37.4
48x12	Alto	Alto	1300	36
48x12	Alto	Alto	1350	36.8
48x12	Alto	Alto	1400	39.2
48x12	Alto	Alto	1450	38.8
48x12	Alto	Alto	1500	39.8
48x12	Alto	Alto	1550	39.8
48x12	Alto	Alto	1600	35.2
48x12	Alto	Alto	1650	35.8
48x12	Alto	Alto	1700	35.8
48x12	Alto	Alto	1750	35.4
48x12	Alto	Alto	1800	36.8
48x12	Alto	Alto	1850	36.8
48x12	Alto	Alto	1900	38.6
48x12	Alto	Alto	1950	39
48x12	Alto	Alto	2000	37.4
48x12	Alto	Alto	0	16.2
48x12	Alto	Alto	50	19.4
48x12	Alto	Alto	100	23.4
48x12	Alto	Alto	150	19.6
48x12	Alto	Alto	200	23
48x12	Alto	Alto	250	23.6
48x12	Alto	Alto	300	29
48x12	Alto	Alto	350	30.2
48x12	Alto	Alto	400	31
48x12	Alto	Alto	450	32
48x12	Alto	Alto	500	33.8
48x12	Alto	Alto	550	34.8
48x12	Alto	Alto	600	33.8
48x12	Alto	Alto	650	30.4
48x12	Alto	Alto	700	28.4
48x12	Alto	Alto	750	28.4
48x12	Alto	Alto	800	31.4
48x12	Alto	Alto	850	27.6
48x12	Alto	Alto	900	26.6
48x12	Alto	Alto	950	26.8
48x12	Alto	Alto	1000	27.6
48x12	Alto	Alto	1050	30.6
48x12	Alto	Alto	1100	35.8
48x12	Alto	Alto	1150	30.4
48x12	Alto	Alto	1200	35
48x12	Alto	Alto	1250	34.2
48x12	Alto	Alto	1300	35.4
48x12	Alto	Alto	1350	38.8
48x12	Alto	Alto	1400	38.6
48x12	Alto	Alto	1450	40.2
48x12	Alto	Alto	1500	39
48x12	Alto	Alto	1550	44.2
48x12	Alto	Alto	1600	43.2
48x12	Alto	Alto	1650	38.6
48x12	Alto	Alto	1700	39.2
48x12	Alto	Alto	1750	41.8
48x12	Alto	Alto	1800	41.8
48x12	Alto	Alto	1850	44.6
48x12	Alto	Alto	1900	39.4
48x12	Alto	Alto	1950	32.8
48x12	Alto	Alto	2000	34.8
48x12	Alto	Alto	0	17.2
48x12	Alto	Alto	50	20.6
48x12	Alto	Alto	100	19.8
48x12	Alto	Alto	150	20
48x12	Alto	Alto	200	22.6
48x12	Alto	Alto	250	23.2
48x12	Alto	Alto	300	25.2
48x12	Alto	Alto	350	26.4
48x12	Alto	Alto	400	27
48x12	Alto	Alto	450	28.6
48x12	Alto	Alto	500	26.4
48x12	Alto	Alto	550	28.4
48x12	Alto	Alto	600	28.4
48x12	Alto	Alto	650	28.4
48x12	Alto	Alto	700	28.4
48x12	Alto	Alto	750	28.6
48x12	Alto	Alto	800	29.2
48x12	Alto	Alto	850	32
48x12	Alto	Alto	900	30
48x12	Alto	Alto	950	29.4
48x12	Alto	Alto	1000	33.8
48x12	Alto	Alto	1050	29.2
48x12	Alto	Alto	1100	29.8
48x12	Alto	Alto	1150	29.8
48x12	Alto	Alto	1200	26.8
48x12	Alto	Alto	1250	28.8
48x12	Alto	Alto	1300	28.8
48x12	Alto	Alto	1350	29
48x12	Alto	Alto	1400	32
48x12	Alto	Alto	1450	32
48x12	Alto	Alto	1500	29
48x12	Alto	Alto	1550	32.2
48x12	Alto	Alto	1600	32.2
48x12	Alto	Alto	1650	32.2
48x12	Alto	Alto	1700	33
48x12	Alto	Alto	1750	32.4
48x12	Alto	Alto	1800	31
48x12	Alto	Alto	1850	32.2
48x12	Alto	Alto	1900	31.6
48x12	Alto	Alto	1950	31.6
48x12	Alto	Alto	2000	30.2
48x12	Alto	Alto	0	17.2
48x12	Alto	Alto	50	19
48x12	Alto	Alto	100	21.4
48x12	Alto	Alto	150	20.8
48x12	Alto	Alto	200	20.6
48x12	Alto	Alto	250	22.6
48x12	Alto	Alto	300	21.6
48x12	Alto	Alto	350	26.2
48x12	Alto	Alto	400	26.2
48x12	Alto	Alto	450	25.2
48x12	Alto	Alto	500	39
48x12	Alto	Alto	550	32.4
48x12	Alto	Alto	600	36
48x12	Alto	Alto	650	39.2
48x12	Alto	Alto	700	36.2
48x12	Alto	Alto	750	33.6
48x12	Alto	Alto	800	31.2
48x12	Alto	Alto	850	36.6
48x12	Alto	Alto	900	40.8
48x12	Alto	Alto	950	34.6
48x12	Alto	Alto	1000	42.6
48x12	Alto	Alto	1050	41.2
48x12	Alto	Alto	1100	36.2
48x12	Alto	Alto	1150	37.4
48x12	Alto	Alto	1200	37.6
48x12	Alto	Alto	1250	40.8
48x12	Alto	Alto	1300	34
48x12	Alto	Alto	1350	36.8
48x12	Alto	Alto	1400	39.8
48x12	Alto	Alto	1450	37.8
48x12	Alto	Alto	1500	39.4
48x12	Alto	Alto	1550	35.4
48x12	Alto	Alto	1600	39
48x12	Alto	Alto	1650	36.4
48x12	Alto	Alto	1700	41.2
